企业名称,销售区域,产品名称,销售数量,原价,销售价格,销售额,净利率,销售日期
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,43,400,920.0,39560.0,0.57,2024-04-29
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,147,350,735.0,108045.0,0.52,2024-05-24
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,150,250,500.0,75000.0,0.5,2024-01-03
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,130,300,570.0,74100.0,0.47,2024-11-03
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,154,450,1125.0,173250.0,0.6,2024-01-20
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,22,200,360.0,7920.0,0.44,2024-01-06
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,90,150,225.0,20250.0,0.33,2024-10-11
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,184,350,735.0,135240.0,0.52,2024-05-09
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,193,150,225.0,43425.0,0.33,2024-01-15
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,68,150,225.0,15300.0,0.33,2024-01-31
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,101,200,360.0,36360.0,0.44,2024-05-08
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,56,400,920.0,51520.0,0.57,2024-07-17
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,169,200,360.0,60840.0,0.44,2024-09-20
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,34,350,735.0,24990.0,0.52,2024-04-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,171,400,920.0,157320.0,0.57,2024-12-09
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,171,200,360.0,61560.0,0.44,2024-02-05
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,169,300,570.0,96330.0,0.47,2024-01-15
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,27,300,570.0,15390.0,0.47,2024-03-01
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,83,250,500.0,41500.0,0.5,2024-06-24
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,182,400,920.0,167440.0,0.57,2024-07-14
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,86,450,1125.0,96750.0,0.6,2024-02-29
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,69,250,500.0,34500.0,0.5,2024-08-20
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,63,450,1125.0,70875.0,0.6,2024-04-15
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,188,150,225.0,42300.0,0.33,2024-02-25
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,121,450,1125.0,136125.0,0.6,2024-01-10
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,28,350,735.0,20580.0,0.52,2024-08-19
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,162,200,360.0,58320.0,0.44,2024-03-14
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,100,350,735.0,73500.0,0.52,2024-12-11
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,139,250,500.0,69500.0,0.5,2024-11-29
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,179,200,360.0,64440.0,0.44,2024-12-18
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,95,250,500.0,47500.0,0.5,2024-09-18
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,112,150,225.0,25200.0,0.33,2024-01-05
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,141,200,360.0,50760.0,0.44,2024-04-10
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,133,350,735.0,97755.0,0.52,2024-01-19
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,44,200,360.0,15840.0,0.44,2024-09-06
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,136,250,500.0,68000.0,0.5,2024-11-22
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,23,300,570.0,13110.0,0.47,2024-05-18
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,27,400,920.0,24840.0,0.57,2024-09-28
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,174,450,1125.0,195750.0,0.6,2024-08-05
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,16,250,500.0,8000.0,0.5,2024-12-03
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,63,150,225.0,14175.0,0.33,2024-03-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,22,350,735.0,16170.0,0.52,2024-11-13
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,121,450,1125.0,136125.0,0.6,2024-01-15
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,100,400,920.0,92000.0,0.57,2024-11-11
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,177,300,570.0,100890.0,0.47,2024-11-16
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,92,300,570.0,52440.0,0.47,2024-08-14
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,27,400,920.0,24840.0,0.57,2024-02-07
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,132,200,360.0,47520.0,0.44,2024-01-11
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,50,300,570.0,28500.0,0.47,2024-11-10
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,189,250,500.0,94500.0,0.5,2024-04-14
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,160,150,225.0,36000.0,0.33,2024-03-21
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,118,200,360.0,42480.0,0.44,2024-06-03
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,167,350,735.0,122745.0,0.52,2024-05-22
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,117,150,225.0,26325.0,0.33,2024-06-03
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,142,450,1125.0,159750.0,0.6,2024-08-26
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,38,350,735.0,27930.0,0.52,2024-09-13
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,11,200,360.0,3960.0,0.44,2024-06-16
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,149,200,360.0,53640.0,0.44,2024-05-17
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,74,150,225.0,16650.0,0.33,2024-04-09
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,105,450,1125.0,118125.0,0.6,2024-02-06
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,41,150,225.0,9225.0,0.33,2024-08-07
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,61,150,225.0,13725.0,0.33,2024-04-17
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,196,400,920.0,180320.0,0.57,2024-01-10
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,162,450,1125.0,182250.0,0.6,2024-04-22
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,190,400,920.0,174800.0,0.57,2024-12-07
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,77,350,735.0,56595.0,0.52,2024-06-07
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,140,350,735.0,102900.0,0.52,2024-07-05
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,186,300,570.0,106020.0,0.47,2024-09-24
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,68,450,1125.0,76500.0,0.6,2024-01-09
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,25,350,735.0,18375.0,0.52,2024-09-30
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,93,150,225.0,20925.0,0.33,2024-11-10
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,68,450,1125.0,76500.0,0.6,2024-02-04
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,67,450,1125.0,75375.0,0.6,2024-01-08
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,197,250,500.0,98500.0,0.5,2024-01-05
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,146,250,500.0,73000.0,0.5,2024-02-18
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,111,450,1125.0,124875.0,0.6,2024-02-23
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,192,250,500.0,96000.0,0.5,2024-03-12
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,47,400,920.0,43240.0,0.57,2024-02-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,135,200,360.0,48600.0,0.44,2024-08-28
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,104,250,500.0,52000.0,0.5,2024-05-27
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,65,250,500.0,32500.0,0.5,2024-07-20
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,129,350,735.0,94815.0,0.52,2024-04-15
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,142,300,570.0,80940.0,0.47,2024-09-04
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,192,250,500.0,96000.0,0.5,2024-10-21
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,60,250,500.0,30000.0,0.5,2024-09-17
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,173,200,360.0,62280.0,0.44,2024-01-12
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,177,300,570.0,100890.0,0.47,2024-05-01
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,55,350,735.0,40425.0,0.52,2024-08-08
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,26,300,570.0,14820.0,0.47,2024-08-05
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,198,350,735.0,145530.0,0.52,2024-06-04
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,168,200,360.0,60480.0,0.44,2024-10-06
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,126,300,570.0,71820.0,0.47,2024-02-21
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,162,400,920.0,149040.0,0.57,2024-03-10
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,118,450,1125.0,132750.0,0.6,2024-07-03
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,21,250,500.0,10500.0,0.5,2024-03-06
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,168,400,920.0,154560.0,0.57,2024-02-03
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,34,400,920.0,31280.0,0.57,2024-06-25
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,52,150,225.0,11700.0,0.33,2024-12-16
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,33,150,225.0,7425.0,0.33,2024-02-13
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,162,150,225.0,36450.0,0.33,2024-09-30
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,18,300,570.0,10260.0,0.47,2024-03-18
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,40,350,735.0,29400.0,0.52,2025-01-01
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,154,400,920.0,141680.0,0.57,2024-04-04
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,96,200,360.0,34560.0,0.44,2024-06-05
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,26,250,500.0,13000.0,0.5,2024-03-31
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,31,150,225.0,6975.0,0.33,2024-10-07
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,129,350,735.0,94815.0,0.52,2024-04-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,110,300,570.0,62700.0,0.47,2024-06-26
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,17,450,1125.0,19125.0,0.6,2024-11-21
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,104,250,500.0,52000.0,0.5,2024-11-08
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,177,250,500.0,88500.0,0.5,2024-11-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,186,200,360.0,66960.0,0.44,2024-07-20
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,105,350,735.0,77175.0,0.52,2024-09-06
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,189,400,920.0,173880.0,0.57,2024-06-14
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,65,300,570.0,37050.0,0.47,2024-04-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,35,400,920.0,32200.0,0.57,2024-07-26
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,140,250,500.0,70000.0,0.5,2024-07-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,144,350,735.0,105840.0,0.52,2024-10-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,35,200,360.0,12600.0,0.44,2024-04-15
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,186,450,1125.0,209250.0,0.6,2024-10-24
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,155,300,570.0,88350.0,0.47,2024-05-31
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,105,450,1125.0,118125.0,0.6,2024-11-15
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,74,300,570.0,42180.0,0.47,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,190,350,735.0,139650.0,0.52,2024-06-13
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,191,350,735.0,140385.0,0.52,2024-12-25
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,186,250,500.0,93000.0,0.5,2024-06-12
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,63,450,1125.0,70875.0,0.6,2024-01-12
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,148,400,920.0,136160.0,0.57,2025-01-01
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,130,150,225.0,29250.0,0.33,2024-05-15
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,72,150,225.0,16200.0,0.33,2024-04-04
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,191,250,500.0,95500.0,0.5,2024-05-10
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,158,200,360.0,56880.0,0.44,2024-04-16
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,160,450,1125.0,180000.0,0.6,2024-05-19
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,143,300,570.0,81510.0,0.47,2024-07-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,131,200,360.0,47160.0,0.44,2024-07-10
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,109,400,920.0,100280.0,0.57,2024-05-25
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,129,150,225.0,29025.0,0.33,2024-07-28
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,165,150,225.0,37125.0,0.33,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,179,400,920.0,164680.0,0.57,2024-09-21
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,43,200,360.0,15480.0,0.44,2024-01-01
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,86,150,225.0,19350.0,0.33,2024-09-11
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,56,350,735.0,41160.0,0.52,2024-07-31
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,66,450,1125.0,74250.0,0.6,2024-08-16
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,187,350,735.0,137445.0,0.52,2024-11-20
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,47,450,1125.0,52875.0,0.6,2024-09-06
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,48,250,500.0,24000.0,0.5,2024-10-03
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,156,200,360.0,56160.0,0.44,2024-12-31
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,56,350,735.0,41160.0,0.52,2024-07-27
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,34,350,735.0,24990.0,0.52,2024-05-12
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,148,150,225.0,33300.0,0.33,2024-11-16
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,136,450,1125.0,153000.0,0.6,2024-10-05
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,151,150,225.0,33975.0,0.33,2024-12-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,117,300,570.0,66690.0,0.47,2024-11-03
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,52,250,500.0,26000.0,0.5,2024-05-09
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,141,400,920.0,129720.0,0.57,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,192,200,360.0,69120.0,0.44,2024-08-03
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,192,300,570.0,109440.0,0.47,2024-08-20
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,129,200,360.0,46440.0,0.44,2024-06-06
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,22,250,500.0,11000.0,0.5,2024-07-31
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,69,250,500.0,34500.0,0.5,2024-07-22
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,17,250,500.0,8500.0,0.5,2024-01-06
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,53,250,500.0,26500.0,0.5,2024-05-30
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,21,300,570.0,11970.0,0.47,2024-02-29
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,173,150,225.0,38925.0,0.33,2024-04-30
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,54,450,1125.0,60750.0,0.6,2024-10-04
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,167,450,1125.0,187875.0,0.6,2024-11-10
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,185,150,225.0,41625.0,0.33,2024-07-21
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,100,400,920.0,92000.0,0.57,2024-03-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,166,200,360.0,59760.0,0.44,2024-07-18
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,72,350,735.0,52920.0,0.52,2024-06-05
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,102,350,735.0,74970.0,0.52,2024-04-02
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,35,450,1125.0,39375.0,0.6,2024-06-26
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,50,350,735.0,36750.0,0.52,2024-05-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,84,350,735.0,61740.0,0.52,2024-08-13
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,181,350,735.0,133035.0,0.52,2024-10-11
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,111,150,225.0,24975.0,0.33,2024-11-10
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,14,150,225.0,3150.0,0.33,2024-07-17
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,109,450,1125.0,122625.0,0.6,2024-11-26
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,164,200,360.0,59040.0,0.44,2024-07-12
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,187,300,570.0,106590.0,0.47,2024-04-28
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,184,300,570.0,104880.0,0.47,2024-01-04
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,185,450,1125.0,208125.0,0.6,2024-03-16
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,84,250,500.0,42000.0,0.5,2024-11-16
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,103,200,360.0,37080.0,0.44,2024-11-08
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,190,400,920.0,174800.0,0.57,2024-01-27
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,199,400,920.0,183080.0,0.57,2024-07-07
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,41,150,225.0,9225.0,0.33,2024-02-29
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,172,350,735.0,126420.0,0.52,2024-01-22
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,11,300,570.0,6270.0,0.47,2024-02-17
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,73,300,570.0,41610.0,0.47,2024-07-09
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,92,200,360.0,33120.0,0.44,2024-12-03
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,83,400,920.0,76360.0,0.57,2024-03-18
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,66,450,1125.0,74250.0,0.6,2024-12-13
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,127,300,570.0,72390.0,0.47,2024-02-20
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,186,150,225.0,41850.0,0.33,2024-07-16
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,189,150,225.0,42525.0,0.33,2024-09-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,64,400,920.0,58880.0,0.57,2024-03-12
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,84,150,225.0,18900.0,0.33,2024-03-28
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,87,250,500.0,43500.0,0.5,2024-03-04
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,19,250,500.0,9500.0,0.5,2024-10-15
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,172,250,500.0,86000.0,0.5,2024-02-04
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,121,200,360.0,43560.0,0.44,2024-10-16
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,69,150,225.0,15525.0,0.33,2024-01-12
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,150,300,570.0,85500.0,0.47,2024-06-28
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,69,450,1125.0,77625.0,0.6,2024-03-03
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,188,300,570.0,107160.0,0.47,2024-04-24
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,12,150,225.0,2700.0,0.33,2024-12-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,55,400,920.0,50600.0,0.57,2024-10-18
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,154,350,735.0,113190.0,0.52,2024-01-23
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,97,350,735.0,71295.0,0.52,2024-04-20
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,38,200,360.0,13680.0,0.44,2024-12-09
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,146,350,735.0,107310.0,0.52,2024-06-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,170,400,920.0,156400.0,0.57,2024-09-25
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,191,200,360.0,68760.0,0.44,2024-07-19
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,118,200,360.0,42480.0,0.44,2024-03-11
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,110,250,500.0,55000.0,0.5,2024-09-07
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,88,350,735.0,64680.0,0.52,2024-10-26
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,21,250,500.0,10500.0,0.5,2024-08-02
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,89,400,920.0,81880.0,0.57,2024-01-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,181,400,920.0,166520.0,0.57,2024-01-09
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,144,150,225.0,32400.0,0.33,2024-08-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,152,200,360.0,54720.0,0.44,2024-12-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,148,400,920.0,136160.0,0.57,2024-01-06
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,45,450,1125.0,50625.0,0.6,2024-04-22
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,81,150,225.0,18225.0,0.33,2024-10-29
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,158,250,500.0,79000.0,0.5,2024-07-08
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,89,350,735.0,65415.0,0.52,2024-03-29
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,97,450,1125.0,109125.0,0.6,2024-03-17
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,30,300,570.0,17100.0,0.47,2024-07-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,128,200,360.0,46080.0,0.44,2024-04-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,130,400,920.0,119600.0,0.57,2024-03-07
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,89,300,570.0,50730.0,0.47,2024-03-14
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,182,300,570.0,103740.0,0.47,2024-01-04
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,54,150,225.0,12150.0,0.33,2024-01-02
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,93,200,360.0,33480.0,0.44,2024-09-05
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,64,250,500.0,32000.0,0.5,2024-04-25
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,11,450,1125.0,12375.0,0.6,2024-06-23
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,120,400,920.0,110400.0,0.57,2024-06-27
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,30,250,500.0,15000.0,0.5,2024-09-19
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,59,350,735.0,43365.0,0.52,2024-11-02
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,42,300,570.0,23940.0,0.47,2024-03-11
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,82,200,360.0,29520.0,0.44,2024-09-17
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,89,150,225.0,20025.0,0.33,2024-07-31
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,133,250,500.0,66500.0,0.5,2024-03-16
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,18,250,500.0,9000.0,0.5,2024-10-04
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,77,150,225.0,17325.0,0.33,2024-12-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,148,400,920.0,136160.0,0.57,2024-02-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,59,400,920.0,54280.0,0.57,2024-06-06
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,50,350,735.0,36750.0,0.52,2024-06-15
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,156,400,920.0,143520.0,0.57,2024-01-25
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,39,200,360.0,14040.0,0.44,2024-08-22
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,40,250,500.0,20000.0,0.5,2024-10-14
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,102,250,500.0,51000.0,0.5,2024-07-02
